9.799,-2.547,0.584,-0.077,0.022,-0.074,489.75,475.05,-213.6
9.284,-2.896,0.155,0.111,-0.025,-0.146,488.25,475.35,-213.9
9.376,-2.889,0.053,-0.233,-0.09,-0.042,488.7,477.15,-215.1
9.433,-3.139,0.491,-0.131,0.022,0.035,490.65,475.95,-217.05
9.833,-0.325,-1.472,-0.139,0.054,0.113,489.45,476.1,-216.9
9.765,-0.057,-1.372,-0.102,0.054,0.215,485.25,459,-217.05
9.651,-0.056,-1.239,-0.077,0.015,0.059,485.85,456.45,-216.15
9.809,-0.123,-1.008,-0.06,-0.017,-0.113,485.7,457.65,-216.75
10.064,0.201,-0.466,-0.138,0.03,-0.059,486.9,457.8,-216.9
9.694,0.357,-0.023,-0.092,-0.058,-0.028,486,457.95,-218.25
9.744,0.158,0.011,-0.217,-0.026,0.005,485.55,455.7,-214.65
10.007,-0.238,-0.006,-0.194,-0.049,0.083,485.55,452.25,-216.15
9.836,-0.32,-0.146,-0.241,-0.065,0.106,486,448.05,-215.7
9.93,-0.104,-0.281,-0.21,-0.065,0.005,484.95,448.35,-216
9.78,-0.154,-0.353,-0.201,-0.033,0.035,485.25,450,-216
9.825,-0.112,-0.253,-0.177,-0.033,-0.059,485.25,453.9,-217.5
9.934,0.016,-0.313,-0.131,0.006,-0.004,484.95,460.05,-216
11.261,-0.88,-0.92,-0.17,0.07,-0.011,485.25,461.1,-213.75
8.903,0.773,-0.335,-0.177,0.07,-0.004,486.15,464.7,-215.85
9.586,0.758,-0.403,-0.038,-0.017,-0.051,484.35,461.25,-214.65
9.746,0.939,-0.38,0.001,0.031,0.019,486.15,460.5,-213.6
9.759,1.205,-0.486,-0.061,0.038,0.05,486.15,457.05,-213.6
9.829,1.49,-0.572,-0.077,0.022,0.02,484.65,450.75,-214.2
9.912,1.829,-0.833,0.018,0.031,-0.169,484.8,448.5,-212.55
9.343,1.896,-0.536,0.403,0.483,-0.554,484.95,445.2,-214.5
9.724,1.908,-0.635,0.214,0.403,-0.365,486.15,445.05,-215.85
9.728,1.923,-1.217,0.129,0.086,-0.326,486,445.2,-216.3
9.252,1.885,-1.778,-0.043,-0.105,-0.418,486,447,-216.75
9.374,1.784,-1.834,-0.043,-0.081,-0.418,487.05,447,-215.7
9.483,1.964,-1.517,0.057,-0.081,-0.325,485.55,447.45,-215.4
9.19,1.885,-1.321,0.027,-0.089,-0.364,485.1,448.5,-214.35
9.588,1.745,-0.909,0.003,-0.113,-0.247,485.25,448.35,-213.75
9.717,1.365,-0.595,0.073,-0.081,-0.247,486,448.35,-214.95
10.295,1.058,-0.451,0.213,-0.064,-0.335,486,448.95,-212.7
9.462,1.135,-0.458,0.291,-0.009,-0.312,484.2,448.35,-213.75
9.828,0.937,-0.546,0.307,-0.096,-0.327,485.85,447.75,-216.15
9.735,0.74,-0.524,0.336,-0.08,-0.124,485.55,451.95,-215.4
9.898,0.689,-0.379,0.352,0.078,-0.007,486,453.15,-212.25
9.951,0.535,-0.404,0.359,0.103,-0.031,487.65,457.8,-214.35
9.833,0.551,-0.358,0.321,0.173,-0.069,487.65,457.05,-218.1
