9.441,-0.744,-0.789,-0.242,0.294,0.31,479.7,438.75,-191.25
9.638,-2.758,-1.378,-0.001,-0.048,0.159,479.7,442.2,-189.3
9.317,-0.041,-0.737,0,-0.096,0.081,479.7,441.45,-192.6
10.097,-0.059,-0.929,-0.155,0.015,-0.05,481.05,441.15,-185.7
10.138,-0.083,-0.544,-0.046,-0.199,-0.114,484.65,433.5,-210.15
9.286,-0.455,-0.5,-0.102,-0.12,0.121,484.05,436.5,-209.85
9.589,-0.532,-0.231,-0.041,-0.127,0.27,484.2,435.9,-210.45
9.883,-0.61,-0.771,-0.08,-0.04,0.231,484.95,435.6,-209.7
10.353,-0.616,-0.533,-0.071,-0.056,0.176,484.35,436.05,-210.3
9.887,-0.281,-0.484,0.03,-0.096,0.081,483.15,435.3,-209.7
9.617,-0.424,-0.645,0.055,-0.079,-0.145,484.2,436.95,-209.4
9.927,-0.151,-0.429,0.087,0.088,-0.021,483.3,437.1,-212.85
9.951,-0.545,-0.637,0.117,0.088,-0.014,484.2,434.25,-210.45
9.835,-0.372,-0.634,0.093,-0.024,0.042,485.7,431.85,-210.45
9.784,-0.128,-0.541,0.109,-0.063,0.018,485.55,432.6,-211.8
9.666,-0.122,-0.498,0.102,0.047,-0.012,483.15,441.15,-214.95
10.21,-0.506,-0.624,0.016,0.079,0.074,483.3,447.75,-215.1
9.498,-0.516,-0.617,0.016,0.047,0.003,484.35,453,-216.15
9.946,-0.42,-0.811,-0.023,-0.008,-0.027,484.35,453,-213.6
9.658,-0.37,-0.606,0.063,0.024,-0.067,483,452.7,-213.9
10.07,-0.525,-0.513,0.071,-0.048,-0.145,482.7,451.2,-212.85
9.806,-0.441,-0.578,0.031,0.015,0.058,483.3,444,-211.35
9.692,-0.256,-0.594,0,0.095,0.168,484.95,438.3,-211.2
9.939,-0.246,-0.484,-0.086,0.04,0.09,485.55,434.1,-211.35
9.827,-0.062,-0.701,-0.045,0.063,-0.089,485.25,433.2,-211.5
10.059,0.077,-0.719,0.055,0.079,-0.114,484.65,432.15,-211.2
9.971,0.187,-0.617,0.04,0.072,-0.09,484.05,434.1,-210.3
9.759,0.343,-0.595,0.079,0.056,-0.005,482.1,441.45,-207.9
9.644,0.486,-0.648,-0.006,-0.024,-0.114,483.6,444.9,-209.4
9.807,0.468,-0.543,0.016,-0.072,-0.012,482.85,445.2,-209.7
9.715,0.41,-0.539,0.07,-0.096,0.058,482.7,446.1,-212.1
8.924,-0.398,-1.133,0.054,0.008,0.042,483.3,447.15,-211.8
9.127,0.653,0.31,0.024,0.024,-0.02,482.85,447.3,-211.95
10.297,-0.591,0.538,0.024,0.04,-0.051,483.3,445.35,-212.1
10.401,-1.906,0.244,0.017,0.056,-0.028,484.05,445.8,-212.55
9.189,-1.972,-0.066,0.079,0,0.003,483.75,444.75,-211.8
8.895,-1.803,0.404,0.087,-0.071,-0.067,482.85,443.1,-210.45
8.783,-2.553,0.484,0.126,-0.008,-0.106,483.3,442.95,-213.3
9.567,-4.546,0.191,0.134,0.024,-0.2,483.15,443.1,-212.7
9.427,-5.045,-0.114,0.087,-0.08,-0.138,484.65,443.55,-213.45
9.034,-4.415,-0.648,0.087,-0.048,-0.129,482.55,442.5,-211.5
8.453,-4.078,-0.968,0.134,-0.024,-0.193,482.1,441.45,-213.75
8.452,-3.68,-1.26,0.088,-0.008,-0.223,483.3,442.65,-212.55
8.203,-3.157,-0.886,0.127,0.024,-0.161,484.95,443.55,-213.45
8.571,-3.536,-0.416,0.08,-0.016,-0.138,482.25,444.3,-213.3
8.017,-3.151,0.001,-0.007,-0.001,-0.059,484.05,442.95,-211.8
8.833,-2.454,0.418,0.079,-0.08,-0.106,484.2,442.2,-213
8.832,-2.517,0.291,0.079,0.008,-0.036,482.25,441.3,-212.1
8.141,-3.112,-0.138,0.086,-0.008,0.034,486,440.1,-213.75
9.89,-2.073,-0.9,0.163,-0.096,0.08,486.3,435.9,-212.7
9.815,-1.081,-0.703,0.706,-0.245,0.327,484.35,435,-213.6
10.121,-0.837,-0.74,0.891,-0.014,0.842,484.65,435.6,-214.95
10.477,-0.896,-0.642,0.733,-0.173,1.117,483.75,438.45,-212.1
10.389,0.587,-0.687,0.491,-0.198,1.157,484.8,438.15,-213.6
10.376,0.949,-0.496,0.172,-0.063,1.049,484.05,437.55,-212.1
11,0.948,-0.921,0.098,0.095,0.707,485.85,436.5,-213.9
12.98,-0.085,-0.092,-0.065,0.087,0.426,484.8,435,-213.6
12.849,0.306,-0.71,-0.104,0.008,0.364,486,436.65,-213.45
11.76,0.856,-0.857,-0.096,-0.096,0.474,484.95,433.8,-213.75
11.398,0.834,-0.986,-0.292,-0.009,0.616,484.95,432.9,-213.45
10.635,0.617,-0.56,-0.372,-0.033,0.827,485.85,434.4,-213.6
9.481,-0.002,-0.87,-0.513,-0.025,1.024,484.95,437.7,-210.75
8.888,0.167,-0.441,-0.536,-0.034,1.047,483.3,437.55,-212.55
9.328,-1.344,-0.201,-0.402,-0.002,0.749,483.6,438,-211.2
8.461,-1.956,-0.317,-0.335,0.062,0.099,483.6,439.05,-212.25
8.508,-1.403,-0.484,-0.311,0.071,0.005,483.75,441.3,-212.1
7.558,-1.339,-0.055,-0.021,0.056,-0.246,483.15,441.15,-212.25
7.197,-1.942,0.415,-0.005,0.056,-0.215,484.8,440.25,-212.85
8.402,-2.791,-0.187,0.032,0.207,-0.122,482.55,441.75,-212.25
8.875,-2.085,0.013,-0.021,0.254,-0.184,484.8,441,-211.8
9.884,-2.698,-0.502,0.009,0.095,-0.09,484.35,440.25,-212.85
9.371,-2.596,-0.77,0.033,0.231,-0.153,483.75,436.5,-211.05
9.637,-2.208,-0.942,-0.014,0.111,-0.207,486,434.55,-212.7
9.602,-1.98,-0.952,-0.036,0.119,-0.387,486.75,432.45,-211.95
9.168,-2.328,-0.927,0.01,-0.167,-0.418,486.75,434.85,-211.2
9.613,-2.457,-0.949,0.044,-0.127,-0.63,484.65,438.3,-214.2
8.875,-2.713,-0.791,0.022,0.047,-0.872,485.55,440.25,-214.65
10.033,-3.056,-0.809,0.084,0.088,-0.724,481.95,442.35,-211.8
9.679,-3.069,0.297,0.021,0.151,-0.677,485.55,441.3,-211.8
9.833,-2.63,0.684,0.083,0.199,-0.591,484.05,438.45,-212.55
9.515,-2.575,1.019,0.027,0.167,-0.372,484.2,440.4,-211.5
8.943,-2.777,1.098,0.106,0.191,-0.545,483.6,439.05,-212.7
9.841,-2.752,0.948,0.137,0.063,-0.591,482.1,435.3,-209.4
8.776,-2.104,0.896,0.043,0.127,-0.473,486,435.6,-212.7
9.946,-2.326,0.758,0.004,0.079,-0.473,485.55,433.35,-210.3
9.165,-2.587,0.753,0.012,0.008,-0.551,483.75,435,-211.05
8.676,-2.61,0.634,-0.129,0.063,-0.394,483.15,435.6,-210.45
11.53,-2.027,0.191,-0.113,-0.056,-0.504,483.6,438.75,-210.15
9.447,-2.014,-0.409,-0.185,-0.056,-0.386,481.95,441,-211.8
9.746,-2.056,-0.505,-0.146,0.015,-0.332,483.6,439.35,-212.7
9.302,-2.385,-0.549,-0.146,0.119,-0.293,484.35,438.45,-213.3
9.504,-2.559,-1.011,0.026,0.031,-0.278,483.15,436.95,-210.75
9.123,-2.25,-0.844,0.127,0.016,-0.2,485.85,435.45,-211.05
9.86,-2.193,-0.734,0.084,-0.064,0.285,486,432.9,-212.7
9.563,-2.027,-0.695,0.047,0.199,0.035,485.55,433.05,-211.05
10.044,-1.715,-0.545,0.079,0.111,0.066,485.1,433.35,-209.85
9.44,-1.773,-0.293,0.054,0.088,0.081,483.9,432.9,-210.45
9.939,-1.856,-0.196,0.056,0.088,-0.145,485.85,432,-210.3
9.677,-1.701,-0.196,0.103,0.016,-0.06,486,432.9,-211.5
9.418,-1.688,-0.013,0.039,0.031,0.074,484.95,430.35,-210.75
9.499,-1.64,-0.183,0.007,-0.024,0.113,483.9,432.15,-211.2
9.672,-1.746,-0.317,0.03,0.159,0.184,485.85,433.35,-209.1
9.696,-1.686,-0.204,-0.048,0.072,0.246,484.35,434.4,-210.6
9.754,-2.108,-0.053,-0.151,-0.056,0.427,485.25,433.2,-210.75
9.487,-2.151,0.008,-0.192,-0.024,0.787,484.65,432.15,-210.75
9.824,-2.138,-0.093,-0.295,0.007,1.139,484.35,432.3,-209.1
9.514,-2.13,-0.127,-0.342,-0.104,1.14,485.1,432,-209.1
9.789,-2.237,-0.02,-0.418,-0.12,0.812,485.7,432.45,-208.2
9.495,-2.1,-0.017,-0.441,-0.018,0.734,487.2,432,-210.3
9.44,-1.939,-0.118,-0.493,0.039,0.555,484.8,433.05,-208.8
9.711,-1.888,-0.187,-0.414,0.078,0.201,484.8,433.35,-209.85
9.491,-1.765,0.079,-0.381,0.046,-0.018,485.55,433.65,-211.05
9.81,-1.8,0.04,-0.297,-0.097,0.147,484.8,435.75,-210.6
9.445,-1.922,0.001,-0.384,-0.128,0.467,484.2,436.2,-209.7
9.756,-2.009,-0.198,-0.352,-0.104,0.287,485.25,435.3,-210.15
9.856,-2.06,-0.108,-0.125,-0.111,0.012,486.9,433.35,-209.85
10.03,-1.757,-0.207,0.016,-0.175,-0.059,484.35,432.6,-209.1
9.678,-1.219,-0.181,0.093,-0.174,0.034,484.05,433.05,-208.35
9.89,-0.935,-0.187,0.217,-0.214,0.151,484.65,433.8,-207.9
10.047,-0.803,-0.099,0.248,-0.023,0.189,485.1,432,-208.05
9.817,-0.176,-0.117,0.257,-0.08,0.104,485.55,430.95,-206.55
9.621,0.272,-0.062,0.154,-0.032,0.245,485.85,431.55,-210.3
9.971,0.807,-0.228,0.102,0.04,0.041,486.75,432.15,-210.45
9.614,-0.038,-1.225,0.125,0.008,0.018,486.3,432.45,-212.25
10.096,-0.028,-1.264,0.071,0.079,-0.021,484.65,436.2,-209.7
9.645,0.345,-1.233,0.109,-0.048,0.018,482.7,435,-209.85
