9.345,0.615,-0.337,-0.132,0.055,0.014,483.9,438.3,-212.7
9.532,0.778,-0.233,-0.233,0.039,0.03,483.75,437.55,-212.1
10.126,0.816,0.031,-0.209,-0.032,-0.016,485.7,433.5,-211.2
9.725,-0.612,-0.252,-0.139,-0.025,-0.032,486.6,432.6,-210.3
9.973,-0.54,-0.079,-0.1,0.007,-0.025,486,431.1,-211.95
9.976,-0.501,0.007,-0.202,-0.001,-0.041,483.6,436.65,-209.7
9.684,-0.57,-0.049,-0.132,0.039,-0.002,483.3,437.55,-209.55
9.779,-0.729,-0.159,-0.148,0.055,0.023,483.75,438.15,-209.85
9.717,-0.98,-0.294,-0.132,-0.032,-0.056,484.65,437.7,-211.2
9.951,-0.987,-0.501,-0.062,0.023,-0.01,484.35,437.1,-213.3
9.739,-0.952,-0.566,-0.03,0.032,0.036,483.9,437.25,-212.25
9.784,-0.844,-0.31,-0.023,-0.009,0.075,484.05,437.1,-211.05
9.815,-0.753,-0.149,0.063,-0.064,-0.057,485.25,431.1,-210.15
9.787,-0.869,-0.275,0.04,-0.104,-0.034,490.2,421.05,-208.95
9.828,-0.765,-0.227,0.07,-0.104,-0.034,491.85,418.95,-208.05
10.007,-0.483,-0.163,0.165,-0.168,-0.105,492.9,419.25,-209.85
9.674,-0.443,-0.221,0.086,-0.104,0.005,490.95,420.15,-207.45
9.571,-0.624,-0.647,0.118,-0.088,-0.073,492.45,419.4,-206.4
9.767,-1.214,-0.758,0.024,-0.048,-0.057,491.1,419.25,-208.35
10.079,-1.211,-0.105,0.102,-0.048,0.012,491.85,419.85,-207.3
9.707,-0.949,0.498,0.047,-0.024,-0.065,488.55,421.8,-205.65
10.562,-0.612,0.478,0.047,-0.032,-0.042,489.75,423.3,-204.3
9.571,-0.076,0.076,0.033,0,-0.104,489.75,422.7,-204.3
9.63,0.692,-0.415,0.016,0.048,-0.01,487.8,424.95,-206.7
10.675,0.697,-0.475,0.047,0.016,-0.057,488.7,425.4,-205.8
9.074,2.078,0.203,0.033,0.048,-0.057,485.85,430.2,-205.05
8.403,3.701,-0.831,-0.03,0.127,0.068,487.65,428.85,-205.5
7.427,4.027,-2.433,0.023,-0.12,-0.01,486.15,427.2,-205.5
9.154,3.608,-1.451,0.056,-0.032,-0.057,487.8,429,-206.4
9.94,3.339,-1.132,-0.023,0.055,-0.042,488.85,428.7,-209.4
9.144,3.007,-1.301,-0.038,0.016,-0.159,487.65,430.65,-207.3
9.232,2.988,-1.286,-0.006,-0.056,-0.135,486.3,429,-205.95
9.173,2.961,-1.443,-0.061,-0.009,-0.173,485.1,428.85,-208.05
9.207,2.996,-1.283,-0.043,0.174,-0.362,486.9,429.15,-210.3
9.397,2.976,-1.238,0.005,0.174,-0.58,486.15,429.15,-207.3
9.34,2.968,-1.344,-0.081,0.262,-0.565,484.95,427.35,-205.2
9.007,3.07,-1.323,0.036,0.135,-0.589,485.85,430.2,-207.3
9.225,3.114,-1.411,-0.097,0.142,-0.448,485.55,433.05,-207
9.08,3.079,-1.221,-0.072,0.119,-0.761,486.3,430.8,-205.2
9.413,3.283,-1.438,-0.316,-0.073,-1.61,486.9,430.65,-208.35
9.042,3.323,-1.903,-0.588,-0.232,-1.64,484.65,430.35,-205.65
9.02,3.301,-2.063,-0.653,0.006,-1.319,486.15,430.95,-205.05
9.24,3.28,-1.95,-0.114,0.134,-0.221,484.65,431.85,-205.95
8.705,2.828,-1.995,0.255,0.048,0.434,484.65,430.35,-205.2
9.933,2.699,-1.288,0.417,0.04,0.573,486.6,430.2,-205.8
