9.514,-3.597,0.969,0.25,-0.041,-0.069,490.95,464.55,-222.3
8.837,-3.441,0.65,0.211,-0.096,-0.061,490.65,468.6,-224.55
9.11,-2.819,0.771,-0.007,-0.001,-0.067,491.1,466.8,-222.9
9.212,-2.754,0.858,-0.092,-0.033,0.065,490.65,465.9,-222.6
10.016,-0.673,-1.012,0.048,-0.057,-0.053,490.05,466.8,-221.4
9.258,-0.914,-0.748,0.072,-0.097,-0.099,486.3,473.55,-207.9
9.891,-1.138,-0.604,0.079,-0.113,-0.084,485.55,474,-207.6
9.681,-0.744,-0.284,0.056,-0.056,-0.099,484.65,472.5,-208.95
9.696,-0.359,-0.12,0.118,-0.049,-0.045,486.15,472.95,-209.85
9.64,-0.379,0.219,0.086,-0.026,0.08,483.75,471.9,-211.05
10.222,-1.224,-0.34,-0.055,-0.033,0.152,485.85,471.3,-208.8
9.719,-0.816,-0.358,-0.171,0.037,0.136,484.35,470.25,-208.35
9.912,-0.481,-0.061,-0.068,-0.081,-0.099,485.85,467.4,-208.05
9.927,-0.555,-0.164,-0.021,-0.072,-0.138,481.2,463.95,-204.3
9.758,-0.728,-0.361,0.072,-0.073,-0.092,483.15,464.25,-202.65
10.073,-0.544,-0.504,0.025,0.015,0.002,483.3,465.75,-202.5
9.729,-0.318,-0.599,-0.015,-0.033,-0.005,482.25,464.4,-202.8
9.62,-0.728,-1.094,-0.1,0.054,-0.028,483,464.4,-205.5
9.696,-1.244,-1.411,-0.154,0.014,0.003,481.05,464.85,-205.95
9.551,-0.992,-1.283,-0.084,-0.033,-0.013,481.65,464.7,-205.05
10.053,-1.349,-1.135,-0.131,0.014,-0.066,482.55,465.9,-208.65
10.152,-0.935,-0.484,-0.177,0.094,0.003,483.15,464.55,-208.95
9.939,-0.653,-0.823,-0.217,0.173,0.075,482.1,462.45,-207.9
10.305,-0.224,-1.275,-0.45,0.164,-0.002,483.9,460.05,-208.2
9.064,0.147,-1.345,-0.442,0.093,-0.041,483.15,460.35,-208.65
9.159,1.223,-1.517,-0.372,0.021,0.037,482.1,463.5,-210.75
9.248,2.392,-0.94,-0.131,0.006,0.051,483.3,461.55,-209.1
9.406,2.229,-0.968,-0.224,0.078,0.036,483.3,466.8,-212.1
9.63,1.527,-1.398,-0.092,0.038,0.011,484.2,466.65,-211.95
9.657,1.423,-1.381,0.049,-0.01,-0.123,486.15,467.1,-211.8
9.746,1.465,-1.147,0.235,-0.096,-0.226,484.65,464.85,-210.75
9.613,1.595,-1.209,0.182,0.015,-0.311,483,466.35,-209.1
9.625,1.221,-1.403,0.097,0.07,-0.389,481.65,466.05,-206.25
9.451,1.29,-1.347,0.082,0.063,-0.538,481.2,463.35,-207.6
9.857,1.78,-1.26,0.238,0.15,-0.484,483.9,466.95,-208.95
9.805,1.779,-1.329,0.543,0.246,-0.642,483.3,468.45,-208.35
9.271,1.695,-1.391,0.916,0.358,-0.582,483.15,466.2,-208.95
9.854,1.199,-1.123,1.163,0.446,-0.279,482.85,463.5,-207.9
9.641,1.5,-0.783,1.201,0.359,-0.091,484.95,464.55,-209.4
9.542,1.778,-0.89,1.115,0.255,-0.13,483.3,465.45,-207.6
9.475,2.278,-0.247,0.773,0.071,-0.127,484.05,467.85,-209.1
9.283,2.356,0.547,0.39,-0.016,-0.016,483.6,467.25,-207.9
9.786,0.297,-1.039,0.133,-0.065,0.017,483.15,468,-208.65
9.761,-1.133,-2.409,0.157,-0.081,-0.038,483.75,466.05,-208.8
8.683,-0.215,-2.497,0.063,-0.017,0.096,483.15,468,-211.2
7.488,0.772,-1.372,0.086,-0.026,0.151,483,465.75,-207
8.472,-0.05,-0.796,0.04,-0.072,0.057,483.3,466.8,-208.05
8.145,-0.774,-0.462,-0.054,0.03,0.003,484.05,466.35,-207.6
9.417,-0.644,-1.128,-0.054,0.03,-0.028,483,466.35,-205.05
12.124,-0.677,-1.935,-0.139,-0.026,-0.027,484.8,466.35,-207.3
15.268,1.054,-1.63,-0.224,-0.018,-0.019,484.2,467.25,-207.9
15.579,1.313,-1.569,-0.224,0.078,-0.012,483.9,468,-208.65
12.993,0.428,-2.252,-0.154,-0.065,-0.082,483.75,468.45,-209.55
10.666,1.993,-1.264,-0.124,-0.161,-0.004,483.75,468.15,-209.1
9.317,1.154,-1.315,-0.163,-0.12,-0.02,485.25,469.35,-210.75
6.833,0.964,-0.847,-0.14,-0.065,0.003,483.9,466.65,-209.4
5.604,0.736,0.136,-0.099,0.006,-0.137,484.05,468.9,-209.55
8.767,0.522,-0.735,-0.21,-0.002,0.074,484.8,466.05,-208.05
9.806,1.407,-1.51,-0.187,-0.081,0.066,481.2,465.45,-208.8
8.475,1.712,-0.835,-0.062,-0.145,0.104,484.95,468.6,-207.45
10.17,1.218,-0.87,0.001,-0.042,0.057,484.05,469.8,-209.1
9.664,1.275,-0.647,0.017,-0.058,0.073,486.15,469.2,-209.85
9.816,0.851,-0.479,0.017,0.086,0.064,483.75,469.2,-208.8
10.068,0.419,-0.551,-0.101,0.03,0.081,483.75,466.05,-207.6
9.18,0.322,-0.445,-0.234,-0.05,0.215,483.9,468.6,-208.65
7.966,0.547,-0.152,-0.491,-0.114,0.342,483.3,466.35,-208.05
7.012,-0.442,-0.086,-1.245,-0.187,0.269,484.95,466.95,-208.2
9.012,-1.747,-0.676,-1.619,-0.235,0.287,483.75,467.85,-207.3
11.378,-1.056,-1.317,-1.619,0.002,0.311,484.65,471.75,-210.45
12.445,0.306,-1.243,-1.339,0.114,0.293,484.95,471.75,-210.45
13.89,-0.368,-1.206,-0.863,0.084,0.212,484.35,469.2,-210.3
12.996,-0.437,-1.187,-0.38,0.085,0.06,482.1,465.6,-210.75
12.352,0.34,-0.867,0.119,0.094,-0.155,483.3,467.85,-210.6
10.388,1.556,-0.609,0.102,-0.033,-0.116,483.6,464.25,-208.2
6.753,0.53,-0.988,0.118,-0.231,-0.092,483.75,465.45,-209.55
5.626,0.614,-0.928,0.141,-0.208,-0.045,482.1,464.85,-210.15
8.736,1.64,-1.721,0.227,0.007,-0.109,483.6,464.55,-210.15
10.768,0.397,-1.971,0.344,0.143,-0.164,484.05,469.5,-209.1
10.028,0.475,-0.544,0.158,0.229,-0.132,484.2,471.45,-211.2
10.242,0.883,-0.883,0.238,0.111,-0.5,484.2,468.3,-207.9
10.036,1.15,-0.742,0.08,0.102,-0.225,483.9,466.2,-205.95
9.287,1.019,-1.381,0.245,-0.009,-0.398,482.25,467.1,-205.5
8.916,0.601,-1.252,0.494,-0.048,-0.439,482.85,463.5,-206.4
7.454,0.774,-1.048,0.183,0.047,-0.46,481.95,462,-206.55
6.305,0.354,-1.125,0.118,-0.128,-0.155,481.8,461.1,-207.9
8.466,-0.352,-1.17,-0.17,0.037,0.035,481.95,465.75,-208.35
10.829,-1.942,-0.788,0.018,-0.01,-0.122,482.85,469.05,-204.45
13.44,-1.718,-1.711,0.078,-0.104,0.041,485.7,469.35,-204.9
16.017,-1.419,-1.024,-0.07,-0.088,0.152,480.6,463.65,-206.55
15.555,-1.683,-1.59,-0.179,-0.034,0.183,481.2,461.55,-207
11.206,-0.421,-1.987,-0.156,0.006,0.316,481.65,460.2,-206.55
8.953,0.903,-0.665,-0.179,-0.081,0.238,482.25,460.2,-204.75
7.042,0.677,-0.734,-0.165,-0.248,0.183,482.1,459.75,-207.15
5.809,0.373,-0.543,-0.117,-0.145,0.207,481.95,462.6,-207.6
7.621,0.577,-1.091,-0.173,-0.081,0.426,483.6,465.9,-209.4
11.806,0.441,-1.73,0.008,0.126,0.182,482.1,466.95,-210.75
9.586,1.212,-1.537,-0.083,0.11,-0.122,482.85,465.9,-207.9
8.591,0.465,-1.516,0.011,-0.033,-0.381,481.2,465.75,-207
10.083,0.118,-1.128,0.026,-0.081,-0.255,483,464.7,-207.6
9.941,0.289,-0.848,-0.033,-0.224,0.347,482.7,463.05,-208.05
9.759,0.294,-0.586,0.074,-0.168,0.619,484.2,465.9,-208.2
10.023,0.519,-1.129,0.076,-0.057,0.385,483,467.1,-207.3
9.834,0.316,-1.559,0.03,-0.073,0.245,483.6,468.3,-209.4
8.7,0.817,-0.875,0.039,-0.192,0.174,483.75,470.55,-207
7.092,0.263,-0.545,0.047,-0.136,0.057,486.3,472.5,-207.9
6.999,0.878,-0.486,-0.016,-0.088,0.104,484.95,471,-207.15
