7.255,0.917,-0.681,-0.207,0.093,-0.112,489,478.2,-207,,
8.561,-0.551,-2.077,-0.083,0.085,-0.191,484.65,469.35,-206.7,,
10.406,-0.48,-2.897,0.026,0.109,-0.206,483.6,464.55,-211.2,,
13.334,-0.818,-2.313,-0.075,0.117,-0.089,483,465.75,-211.35,,
15.224,-1.196,-1.817,0.018,0.038,-0.144,486.9,471.3,-212.1,,
13.449,-0.944,-3.019,0.157,-0.049,-0.083,491.1,478.2,-215.85,,
12.585,-0.347,-2.183,0.459,-0.072,0.204,493.5,482.1,-216.75,,
10.54,0.924,-0.974,0.633,0.143,-0.187,492,478.65,-216.3,,
8.884,0.448,-1.213,0.525,0.008,-0.288,487.5,472.8,-214.2,,
6.992,0.931,-0.843,0.09,-0.216,-0.52,487.65,465,-218.1,,
6.143,1.412,-0.279,-0.098,-0.105,-0.339,487.65,463.05,-220.65,,
7.589,1.748,-0.511,0.173,0.101,-0.074,489.6,464.25,-220.5,,
8.573,1.759,-0.577,0.212,0.245,0.034,489,463.95,-222.9,,
9.093,1.807,-0.372,0.11,0.237,0.129,492.45,460.8,-227.1,,
8.958,2.106,-0.28,0.18,0.117,0.043,495.6,455.85,-229.35,,
9.856,2.139,-0.911,0.281,0.094,0.159,493.5,455.55,-228.9,,
9.475,1.936,-0.373,0.333,-0.025,0.322,488.1,452.1,-219.75,,
9.81,1.513,-0.2,0.661,-0.024,0.29,484.95,451.05,-207.15,,
9.754,1.227,-0.707,1.649,0.042,0.274,483.15,450.45,-203.1,,
9.822,1.275,-1.038,2.149,0.288,-0.104,483,452.25,-205.8,,
10.007,1.011,-0.917,1.97,0.193,-0.102,484.8,456.15,-213.3,,
9.27,0.534,-0.76,1.125,0.119,0.677,489.75,471.3,-217.65,,
9.554,1.407,-0.543,0.598,-0.103,0.258,488.25,471.6,-214.35,,
8.982,2.238,-0.023,0.444,-0.024,0.119,488.25,471.9,-211.05,,
8.629,1.447,-0.573,0.108,0.157,0.324,484.2,469.05,-208.95,,
6.772,0.93,-0.368,0.03,0.133,0.278,484.65,471,-208.95,,
8.437,1.212,-0.381,-0.038,0.133,0.012,483.9,470.7,-210.75,,
9.371,0.191,-1.178,-0.154,0.077,-0.003,489,476.4,-211.8,,
11.18,-2.644,-3.565,-0.015,0.101,0.012,499.35,486,-218.1,,
11.465,1.256,-1.629,-0.137,0.116,-0.104,506.7,493.35,-218.85,,
14.148,0.377,-2.233,0.011,0.196,-0.238,511.65,494.4,-219.45,,
14.473,0.082,-3.371,0.05,0.125,-0.301,510.9,495.3,-219.15,,
12.682,0.205,-3.1,0.167,0.023,-0.403,507.45,492.9,-217.35,,
9.713,1.294,-1.111,0.166,-0.018,-0.325,495.6,486.3,-215.7,,
7.074,1.287,-0.351,0.306,-0.184,-0.247,497.7,487.2,-217.05,,
6.66,0.599,-0.468,0.219,-0.025,0.003,496.35,485.85,-214.95,,
6.706,0.965,-0.338,0.257,-0.057,0.253,496.95,486.6,-219,,
9.169,2.05,-0.064,0.139,0.062,0.3,497.7,483.15,-219.75,,
9.682,2.391,0.243,0.039,0.023,0.246,497.1,486.75,-218.4,,
9.333,2.961,0.264,-0.022,-0.144,-0.011,497.55,484.05,-216.9,,
8.045,4.1,-1.186,-0.011,-0.018,-0.504,496.35,483.75,-218.25,,
